,PSNR Processed,SSIM Processed
292,28.77632485,0.688900489
293,29.12876422,0.64225389
294,29.16002593,0.627734403
295,30.01311926,0.844208429
296,28.85774463,0.799421611
297,29.16686988,0.719312827
298,28.4489486,0.760563321
299,29.43874167,0.857548573
300,29.15300402,0.780772331
301,28.52637888,0.730521708
302,29.29223687,0.813090264
303,29.30634211,0.792955493
304,29.00986271,0.775418626
305,28.854442,0.822722076
306,28.64506473,0.69901479
307,29.08008013,0.784720413
308,28.70080617,0.837710103
309,29.1313076,0.784408092
310,28.95865946,0.809957254
311,28.70098337,0.545735939
312,28.34106219,0.686506489
313,29.31900846,0.840963732
314,29.86841169,0.748031917
315,28.29911592,0.778242172
316,28.52460185,0.739817529
317,28.84528522,0.764001541
318,28.8852191,0.640318317
319,29.42653682,0.86937805
320,28.96126297,0.623738952
321,28.34001616,0.724993043
322,30.1317756,0.888734216
323,29.26682174,0.762483639
324,30.12332708,0.844482256
325,28.6055184,0.712291227
326,28.7588203,0.538508182
327,30.25950203,0.857687276
328,29.31117663,0.799921034
329,28.77667541,0.534183853
330,28.81772049,0.851930151
331,29.1887207,0.814977842
332,29.11133162,0.60604735
333,29.36310272,0.743434295
334,28.9447068,0.744610955
335,29.06508367,0.788561762
336,28.48795716,0.744644772
337,28.70136774,0.813833767
338,29.19961808,0.852757492
339,28.45916983,0.652790819
340,29.12138773,0.75945296
341,28.08628344,0.861771577
342,28.99557307,0.602868202
343,29.89918356,0.883281541
344,29.13442725,0.879214152
345,29.26423367,0.771016614
346,28.62062923,0.725775763
347,28.6753114,0.62399088
348,28.97906216,0.790027911
349,28.74880815,0.654024861
350,29.0689413,0.792539374
351,28.80034608,0.742403532
352,28.26174359,0.799883703
353,28.480578,0.696119433
354,28.98286022,0.821548466
355,29.13112739,0.819221663
356,29.15033121,0.791312335
357,29.2065121,0.789766823
358,29.01009775,0.75875929
359,28.75301501,0.75492677
360,30.00431293,0.779823671
361,28.79542611,0.80861574
362,29.02674726,0.801425505
363,29.04591411,0.646621628
364,29.75575233,0.810815401
365,28.90901196,0.687266337
366,28.9389342,0.758537812
367,28.74405458,0.506996427
368,29.01202484,0.740714391
369,29.08863752,0.767858408
370,29.446864,0.849182866
371,29.10355445,0.839084641
372,29.34528295,0.833833739
373,28.69796023,0.609537157
374,28.92910251,0.790338881
375,29.44443166,0.837946013
376,28.82234365,0.588091478
377,28.31988577,0.701594322
378,28.8200455,0.566045454
379,28.70795183,0.81087646
380,29.12379409,0.860732318
381,29.11963628,0.802469668
382,28.29709406,0.778136061
383,29.04300489,0.657880144
384,28.98316225,0.786034267
385,28.79034603,0.591240753
386,28.41711142,0.762518276
387,30.00108188,0.82810852
388,29.38183977,0.798006593
389,28.81779957,0.839340775
390,28.68732106,0.664226935
391,29.17705287,0.87037605
392,28.90015291,0.57359685
393,28.90136187,0.838810185
394,28.58586471,0.707775987
395,28.46672367,0.858684165
396,30.01942805,0.83061653
397,30.16937984,0.827640479
398,29.32273465,0.729371274
399,28.68319548,0.544209854
400,30.3125395,0.855975331
401,28.82273535,0.823584923
402,28.84255017,0.512817698
403,29.45958689,0.774501526
404,29.13354229,0.613057791
405,29.01675091,0.651003176
406,28.66326147,0.611334071
407,30.01472127,0.844962906
408,28.6610331,0.68822551
409,28.7206446,0.821114554
410,28.93683158,0.574861157
411,28.44785216,0.786463178
412,30.32887884,0.809007256
413,29.0938538,0.795141936
414,28.75427477,0.615787341
415,29.22542112,0.658546237
416,28.79718363,0.746082316
417,28.84339181,0.69367173
418,29.18271705,0.654220235
419,28.80070518,0.825851118
420,28.35831007,0.78150313
421,28.95287912,0.62876851
422,28.89508641,0.81610517
423,28.68043108,0.815233237
424,28.47516333,0.69657913
425,28.2169524,0.798799098
426,28.70367629,0.810933664
427,28.9437775,0.751828427
428,28.80085424,0.596598184
429,30.1283221,0.826527553
430,28.79956882,0.60302276
431,28.66240713,0.784573023
432,29.03562708,0.712939914
433,28.64824307,0.584411709
434,28.46678393,0.728814833
435,28.62200892,0.743261119
436,29.13199189,0.798165826
437,29.23194392,0.662243304
438,29.09490406,0.828768338
439,29.10369086,0.813300363
440,28.80112172,0.788007272
441,28.9991553,0.727094025
442,28.83815541,0.815175417
443,28.54024479,0.726602995
444,28.93137274,0.814392125
445,30.38774649,0.861181196
446,28.70900758,0.787168418
447,28.57732661,0.816789917
448,29.33090986,0.848101744
449,28.55385861,0.827644026
450,28.97155713,0.595990197
451,29.08974155,0.759623586
452,29.03451286,0.761505259
453,28.37101272,0.699746506
454,28.81837933,0.79496659
455,29.00859418,0.585479097
456,29.07425524,0.805174787
457,28.9926093,0.572793662
458,29.111983,0.795560609
459,28.875359,0.771033375
460,29.27539542,0.706900849
461,28.9085874,0.636097273
462,28.9660807,0.806393202
463,29.13834516,0.814890255
464,28.83602178,0.816808589
465,28.98998364,0.599774994
466,28.42056887,0.76802803
467,29.4778815,0.850509663
468,29.17239914,0.809774282
469,28.489845,0.649936925
470,28.31738713,0.742916531
471,29.25108024,0.838323776
472,29.35161094,0.839562019
473,28.60851696,0.630535961
474,28.93273607,0.816253252
475,29.15990596,0.641637642
476,29.9738424,0.8063888
477,28.66205483,0.483011101
478,28.73228053,0.82794721
479,28.95217844,0.616159129
480,29.08887496,0.799259528
481,28.88270585,0.852352399
482,28.25484023,0.804823753
483,28.7794057,0.82704311
484,29.08691324,0.606090534
485,29.128937,0.739005106
486,28.31680333,0.728501758
487,28.7113933,0.813012836
488,28.34101333,0.800108373
489,28.99107691,0.671469591
490,29.04731864,0.625022329
491,28.96620162,0.755146014
492,29.06929329,0.642288465
493,28.17960767,0.795605529
494,28.89790171,0.626035596
495,28.90624888,0.625804965
496,28.38285818,0.64794635
497,29.25848942,0.830400594
498,28.95905972,0.561902441
499,28.32569765,0.540228444
500,28.80575464,0.830022901
501,30.14544811,0.84206516
502,29.23657509,0.822572206
503,29.318994,0.724096964
504,28.77505581,0.559342992
505,28.98010156,0.857210378
506,29.35928924,0.836277368
507,28.19208386,0.7982747
508,29.01910924,0.775550864
509,28.33246272,0.827121008
510,28.8792311,0.801599641
511,28.90805303,0.548281369
512,28.78760477,0.654224285
513,29.37332102,0.839321598
514,29.30908484,0.728728935
515,29.09815901,0.788513269
516,29.18172108,0.757426094
517,28.4185274,0.800884056
518,28.81184776,0.557958788
519,29.1475191,0.817525454
520,28.6763101,0.687055919
521,29.22541874,0.6698623
522,28.78586162,0.844070015
523,28.93324888,0.797762541
524,28.92713563,0.593410895
525,29.96740364,0.768026032
526,28.48784191,0.704834598
527,29.18514251,0.82707385
528,30.06692296,0.819134638
529,28.7041108,0.620057813
530,30.10435156,0.835803816
531,28.12590046,0.826841371
532,28.64044262,0.69942456
533,28.39121486,0.716606011
534,28.70872232,0.508877288
535,28.743557,0.661458677
536,29.02496393,0.875769311
537,28.93596951,0.669389768
538,29.10455389,0.643710716
539,28.8077328,0.78365159
540,29.18699125,0.821390138
541,29.06246818,0.646977814
542,28.55459411,0.694910098
543,28.87192232,0.632692243
544,29.35950024,0.708185863
545,28.84478431,0.564027423
546,28.64651388,0.566607897
547,29.06577294,0.819983607
548,28.84021551,0.753462156
549,29.01667566,0.779289219
550,29.04012135,0.769647554
551,29.12651758,0.843460199
552,29.2090345,0.690759506
553,29.11634462,0.786083814
554,30.04146411,0.786853086
555,29.05393502,0.629623865
556,28.64863635,0.501568216
557,30.37515009,0.895466185
558,28.96356713,0.684150012
559,29.03767012,0.717929186
560,28.52253102,0.857974477
561,28.75746968,0.781283498
562,29.31741625,0.796140971
563,28.50471104,0.587609804
564,29.16765419,0.736840019
565,30.25937073,0.907690853
566,28.62321571,0.514904651
567,29.17499495,0.608739991
568,28.8717787,0.634190721
569,29.30688797,0.735192008
570,29.55555942,0.839822562
571,28.78639651,0.729172002
572,29.11348058,0.744739089
573,28.91940357,0.804670849
574,28.67421642,0.717206965
575,29.22582976,0.818046729
576,29.09996398,0.785859139
577,28.43425483,0.747691702
578,29.3770318,0.8416348
579,28.63097363,0.53699864
580,28.91022284,0.766396979
581,28.48368947,0.803501284
582,28.45763382,0.665612613
583,28.49377444,0.653973801
584,28.12690863,0.808696736
585,28.22616236,0.800052855
586,29.11140481,0.743340884
587,29.2525271,0.707074693
588,28.90479293,0.807393206
589,28.79782584,0.517396986
590,28.84321532,0.599224099
591,28.86306077,0.798077011
592,29.20197807,0.764367219
593,28.69257638,0.478784328
594,29.09935982,0.760454304
595,28.90783289,0.640923521
596,28.84205133,0.727630417
597,28.73222244,0.833055984
598,29.25386788,0.770695121
599,28.94265294,0.60789554
600,28.73710696,0.691700973
601,28.58194629,0.835139193
602,29.50069754,0.843242588
603,28.72319495,0.684635682
604,29.8925348,0.763932158
605,29.36937631,0.83488686
606,29.14999834,0.697033274
607,29.91245722,0.899433017
608,28.53518033,0.675445166
609,28.87905785,0.610113427
610,28.81421303,0.574390872
611,29.90440288,0.813393286
612,28.9581842,0.599054409
613,28.19930121,0.819582294
614,28.64164806,0.485736127
615,29.00697136,0.77357725
616,28.47206609,0.43060263
617,29.21805653,0.71696745
618,28.70886405,0.851079869
619,29.40093471,0.765303698
620,28.18476943,0.820303289
621,28.67944161,0.842870665
622,28.21543253,0.80519771
623,29.2787131,0.7088393
624,28.51865368,0.687258103
625,30.11117556,0.8893117
626,29.30142809,0.823884356
627,29.13392963,0.825781195
628,29.55306374,0.864699683
629,29.0541607,0.787653789
630,29.14376326,0.839320066
631,29.4696439,0.844355031
632,28.91669837,0.59297079
633,28.87417647,0.574976288
634,28.38402047,0.766945474
635,29.00299506,0.828433919
636,28.80251741,0.570006918
637,28.66663552,0.796837505
638,28.64172218,0.653117383
639,28.30124606,0.733255221
640,29.10935365,0.800699819
641,28.30383356,0.76871818
642,29.83204147,0.883356328
643,29.02225785,0.801530386
644,29.05525232,0.832116836
645,28.94620079,0.816035333
646,28.9623692,0.751923233
647,28.92206102,0.589458387
648,28.51290094,0.560918353
649,29.05209336,0.843095104
650,29.05662682,0.873097678
651,28.7584551,0.80099374
652,28.87148567,0.817462277
653,28.77789688,0.660761929
654,29.09868978,0.745992456
655,28.88675266,0.567317941
656,28.68979752,0.682466364
657,30.06507497,0.791414691
658,28.40131266,0.800985602
659,30.42033114,0.840368073
660,29.90165224,0.790540674
661,29.06778221,0.600347921
662,28.98865623,0.776420375
663,28.81728718,0.687585027
664,28.68668275,0.747701203
665,28.41005149,0.705028177
666,28.30615258,0.839650092
667,28.65593705,0.724222475
668,28.76098496,0.845974321
669,29.87844553,0.852592974
670,28.70026363,0.812624563
671,28.21630214,0.769031209
672,28.14492564,0.793687574
673,28.55165909,0.692895007
674,29.28028633,0.782198355
675,28.41225272,0.759646228
676,28.75426926,0.838029127
677,28.90297054,0.797208005
678,28.2454303,0.806199797
679,28.6866225,0.813138337
680,28.82502068,0.652385956
681,28.8905764,0.678043519
682,28.87700631,0.832477616
683,28.96083524,0.769313718
684,28.49287036,0.513754118
685,29.15705882,0.806195078
686,28.20279432,0.81871927
687,28.73645407,0.803643352
688,29.76798938,0.827781869
689,29.91783733,0.843343788
690,29.04539605,0.625542788
691,30.06366854,0.80068321
692,28.53083819,0.804656668
693,28.73788453,0.816098876
694,28.5534967,0.725960892
695,29.97054674,0.79241541
696,29.22341676,0.827620368
697,28.98854214,0.741816978
698,29.00520654,0.795714969
699,28.95208523,0.809738791
700,29.10796183,0.734909768
701,29.10441854,0.685626627
702,28.81013593,0.652093925
703,29.02321781,0.770361178
704,28.69475692,0.628059244
705,29.2880521,0.80487749
706,29.21630471,0.760279898
707,28.8024917,0.83348478
708,29.11469512,0.633701628
709,29.20483061,0.851285718
710,29.1379974,0.813015128
711,28.35554926,0.752814085
712,28.77733756,0.569402395
713,29.19648797,0.833444448
714,28.97739422,0.849731728
715,29.23401296,0.694049471
716,28.96081329,0.586434337
717,28.74622464,0.519484973
718,28.86494535,0.844283984
719,29.15582965,0.604322037
720,29.08076942,0.621305444
721,29.14095282,0.687752286
722,29.36377364,0.847673875
723,28.99513587,0.863659674
724,28.94099974,0.599654314
725,28.60296339,0.798609384
726,28.33215028,0.797909943
727,28.6734935,0.780435459
728,28.87667088,0.661410804
729,28.26373097,0.800182571
730,29.00341087,0.572442349
731,29.9495107,0.872043882
732,28.66245936,0.684150188
733,28.65622679,0.566829687
734,28.95994952,0.750506298
735,29.23921787,0.796378066
736,30.36209283,0.809875471
737,28.82377704,0.72384474
738,28.77754624,0.660511767
739,28.830293,0.612418059
740,28.57895684,0.53497892
741,29.35422476,0.839324302
742,28.76292893,0.797931993
743,28.83551534,0.760129852
744,30.05897844,0.822678412
745,28.93559332,0.836430617
746,28.90762954,0.866645285
747,28.86776397,0.724520584
748,28.56650832,0.843692991
749,28.73994282,0.747989265
750,28.23146939,0.79008724
751,29.14388881,0.774806092
752,28.79724848,0.644770763
753,28.23858287,0.745529141
754,29.05406499,0.844460605
755,28.83949347,0.800343148
756,28.62117099,0.820173931
757,28.64370562,0.756343079
758,28.88558314,0.83913247
759,28.95168108,0.617061209
760,28.57038487,0.804801425
761,28.71560115,0.791798136
762,29.04776256,0.65030821
763,29.14953105,0.635149294
764,29.73008655,0.796482434
765,29.33258943,0.830257193
766,28.68694471,0.592225614
767,29.07781201,0.593754006
768,28.88044081,0.791558916
769,29.93374199,0.908521579
770,28.53583762,0.737740927
771,29.164085,0.85721815
772,28.73518563,0.823456556
773,28.9096385,0.849647654
774,30.03348611,0.800433198
775,29.02077693,0.62597597
776,28.83632256,0.769228279
777,28.40853074,0.694271153
778,29.49689163,0.903037276
779,29.18570586,0.687387311
780,28.84756103,0.555230993
781,29.1130836,0.644976423
782,29.96993326,0.850617489
783,28.86572061,0.74154245
784,28.26714985,0.759696433
785,28.61351956,0.677399896
786,29.01313781,0.819535123
787,29.21579499,0.797690419
788,28.36205309,0.780574291
789,28.29042563,0.820203379
790,29.08731816,0.78001635
791,29.20599974,0.833529065
792,28.63644233,0.627867123
793,29.10338426,0.650755957
794,30.0037622,0.856688704
795,28.37984048,0.7204015
796,28.94422284,0.731120012
797,28.89693727,0.67511966
798,28.45968421,0.549802389
799,28.7812361,0.716375361
800,29.16300153,0.771900042
801,28.46244949,0.485387205
802,29.86925809,0.867401688
803,28.64534377,0.801012511
804,29.24665128,0.773945022
805,28.3298622,0.768209821
806,28.69329564,0.472094878
807,28.4644631,0.828132194
808,28.2714087,0.800942327
809,29.10813091,0.691500245
810,29.955205,0.72775415
811,29.17333961,0.746560895
812,28.20117545,0.810149627
813,28.73218169,0.650223356
814,29.85228275,0.777232685
815,30.05455926,0.786604331
816,29.11451833,0.642793265
817,29.51650171,0.814693637
818,28.56951226,0.840103698
819,29.19561109,0.632047356
820,28.65810309,0.812507864
821,28.77835664,0.849504382
822,29.02354555,0.823606953
823,28.94601624,0.766898117
824,28.94483123,0.66417574
825,29.81504087,0.887789704
826,29.12411783,0.824736167
827,28.77799221,0.681215495
828,28.7764246,0.572353086
829,29.027043,0.811338868
830,28.79726428,0.847382448
831,29.13662138,0.860548874
832,29.97723712,0.813576406
833,29.09190226,0.816893512
834,28.84187911,0.670161631
835,28.96248798,0.576829674
836,29.00738258,0.627851685
837,28.60139668,0.827154603
838,28.14912567,0.82511318
839,29.26777501,0.819903277
840,29.06551114,0.813984405
841,28.84664229,0.61864052
842,29.31602034,0.826046989
843,29.17198433,0.758444348
844,29.62023205,0.841160288
845,28.84120804,0.836626979
846,29.17403136,0.814998348
847,28.86112744,0.539953111
848,28.89328104,0.836210009
849,28.15351257,0.800744376
850,28.3995848,0.739218106
851,29.35512049,0.754058664
852,28.92322152,0.578383737
853,29.29476708,0.823813721
854,28.32130947,0.748354236
855,28.14522528,0.817944067
856,28.8168479,0.595439594
857,28.24601011,0.783587377
858,28.74888854,0.726116036
859,29.29149152,0.746338333
860,28.85393245,0.74611889
861,28.61321619,0.609552329
862,29.13179719,0.79732175
863,29.7853669,0.87176636
864,28.9170933,0.686640443
865,29.25591529,0.693001306
866,29.17651756,0.842755568
867,29.16927558,0.761097875
868,29.49109924,0.845497391
869,29.38236473,0.838763775
870,28.70971451,0.603749777
871,28.48663647,0.832240601
872,29.02764359,0.802112712
873,28.55522035,0.76844356
874,30.22562109,0.847047968
875,28.90672239,0.595789083
876,29.32972916,0.72987234
877,29.29241593,0.677835166
878,29.13372165,0.720856029
879,28.4048534,0.81551247
880,29.00618323,0.695777718
881,29.22276351,0.823128089
882,29.12168144,0.848477589
883,29.09799521,0.726813133
884,29.24220632,0.823160202
885,28.72439466,0.721314809
886,29.47318908,0.854831603
887,29.97747395,0.856204635
888,29.12422345,0.825064193
889,28.68520361,0.522565576
890,29.34949802,0.685986972
891,28.81665064,0.612912808
892,28.82768621,0.61650536
893,28.8400399,0.801028119
894,28.56571128,0.84503484
895,28.9506393,0.808321545
896,29.25685758,0.83400124
897,28.58016209,0.514135832
898,28.91278548,0.570234461
899,29.01947396,0.616446289
900,29.05416185,0.761458301
901,28.93117252,0.616277179
902,29.34605355,0.802338258
903,29.31927328,0.74442421
904,28.96639737,0.816619365
905,29.96972479,0.806634346
906,29.27755066,0.838645405
907,29.09456968,0.62088461
908,28.98954229,0.613771527
909,29.46877575,0.698342801
910,28.78086209,0.844377999
911,28.64121972,0.618307241
912,28.74641576,0.578825839
913,28.87652007,0.650164633
914,28.87205827,0.754049046
915,28.90630133,0.573494082
916,29.1485782,0.715889561
917,29.21645287,0.840239863
918,28.94389124,0.843718639
919,28.28056682,0.745138426
920,28.8546323,0.803886547
921,28.65250349,0.808529134
922,28.79623311,0.815038173
923,28.44978574,0.732386847
924,29.09211246,0.856250024
925,28.23921029,0.805952945
926,29.08777431,0.816087754
927,28.58675678,0.856376103
928,28.57687142,0.574649544
929,28.70696995,0.627649993
930,28.32050058,0.802167467
931,29.22358597,0.799950462
932,29.00267893,0.777281795
933,29.1424727,0.814716417
934,28.96555989,0.784299236
935,28.96672872,0.778830849
936,29.04349748,0.626563321
937,28.74053544,0.686923703
938,28.44919912,0.734808295
939,29.32185564,0.702002505
940,29.27636076,0.752229912
941,28.88580372,0.683842627
942,28.97283434,0.86259666
943,28.49889034,0.622474058
944,28.68365819,0.800346937
945,28.10801419,0.802646013
946,29.02348667,0.703391399
947,28.48002757,0.674216865
948,28.96449824,0.860969479
949,28.87408223,0.591236366
950,29.21203411,0.721756844
951,29.21827924,0.640082388
952,28.84622918,0.836793075
953,29.25388088,0.828650517
954,28.77449293,0.819225838
955,28.65165238,0.570303922
956,28.62451884,0.747540605
957,29.05952618,0.776999423
958,28.94578439,0.766806498
959,28.71094763,0.615733669
960,28.69809233,0.795536234
961,29.14448848,0.580192649
962,29.12600815,0.600798905
963,28.65429848,0.626887607
964,29.01043939,0.585277209
965,28.6465009,0.840404341
966,28.57202968,0.812417057
967,29.12639502,0.788065809
968,28.6198692,0.625465054
969,28.81478918,0.591174945
970,28.50951844,0.764539685
971,29.24729805,0.686655211
972,28.53013706,0.551274631
973,29.12132697,0.835534731
974,28.75331445,0.710467466
975,28.70383211,0.755586663
976,28.27156263,0.802627969
977,28.56049356,0.725621005
978,28.84369211,0.565186566
979,29.08909297,0.640290503
980,28.71402585,0.607263841
981,29.94682845,0.82164119
982,28.33977534,0.789154681
983,29.71649115,0.805298294
984,29.09255336,0.595127534
985,28.66990899,0.525326917
986,28.59493649,0.652536283
987,29.34553325,0.835967655
988,28.38103706,0.812053811
989,29.02764533,0.764886534
990,29.12352294,0.8498017
991,28.49801766,0.686314947
992,28.94843949,0.7441664
993,29.04591687,0.611572393
994,29.04279046,0.813375565
995,28.63490746,0.827696769
996,28.95074247,0.628618001
