,PSNR Processed,SSIM Processed
997,28.79855161,0.636562956
998,29.46576786,0.84059495
999,28.99785435,0.831961745
1000,29.07049629,0.779817738
1001,28.76628511,0.583406774
1002,28.62115067,0.471117596
1003,29.26990536,0.832765168
1004,28.22058082,0.80883188
1005,29.15338437,0.792239692
1006,29.16459395,0.756507057
1007,28.81082548,0.82266497
1008,28.65846018,0.820524878
1009,28.70190743,0.576088556
1010,28.61130102,0.622637028
1011,29.22280326,0.738742762
1012,28.98452975,0.844140227
1013,28.85687601,0.685473278
1014,30.24268868,0.865978607
1015,28.95925252,0.782395085
1016,29.20562389,0.680359181
1017,29.30905636,0.83403316
1018,29.12410885,0.773973817
1019,29.02865207,0.619803895
1020,28.89800371,0.584055461
1021,29.17944898,0.690312535
1022,28.64275214,0.633431686
1023,28.538235,0.828183692
1024,28.82566949,0.590993612
1025,30.24702819,0.815145808
1026,28.82478464,0.695392555
1027,29.30057801,0.8468963
1028,28.68313642,0.809546745
1029,28.49434371,0.643626955
1030,28.4005889,0.75828969
1031,29.15238358,0.812949748
1032,29.8565939,0.792672945
1033,29.95921708,0.868375704
1034,28.96024233,0.773951414
1035,29.01905986,0.600114906
1036,28.74341646,0.528880749
1037,28.48976967,0.64900038
1038,29.03964183,0.648358114
1039,29.04430377,0.568422925
1040,29.88163408,0.872288271
1041,28.33245839,0.76104269
1042,28.62135967,0.790550895
1043,28.82741886,0.848408335
1044,28.84216026,0.705340156
1045,29.08303612,0.591124947
1046,28.37271541,0.722074067
1047,28.62819211,0.775571764
1048,29.30477539,0.819059143
1049,28.9686394,0.791884726
1050,28.78584132,0.694009233
1051,29.39329094,0.824467807
1052,28.86944685,0.678212294
1053,29.22054664,0.846984457
1054,28.95303926,0.625854806
1055,29.07370809,0.608192043
1056,28.85633999,0.661990565
1057,28.63350279,0.59968551
1058,29.48170285,0.844830293
1059,29.18384201,0.746183204
1060,28.96049859,0.800169721
1061,28.80500395,0.840134163
1062,29.17010529,0.694819999
1063,28.57296108,0.809727035
1064,28.68166028,0.83083812
1065,28.66788262,0.585771602
1066,29.08373386,0.832873434
1067,28.88429465,0.796542168
1068,29.34311306,0.840629255
1069,28.95564137,0.71764845
1070,29.32350205,0.825761522
1071,28.54700424,0.784472534
1072,29.38588993,0.754021715
1073,29.11857059,0.611479322
1074,28.94874284,0.81591731
1075,28.34971031,0.729807875
1076,29.21002316,0.84116956
1077,30.11591255,0.842088428
1078,28.32030965,0.798235317
1079,28.90975961,0.780659739
1080,29.21958273,0.688659783
1081,28.69915965,0.579064286
1082,29.18213844,0.831701626
1083,29.06875173,0.624864271
1084,28.58724458,0.644072637
1085,28.13983281,0.815063557
1086,28.81403621,0.696512802
1087,28.66287446,0.578383758
1088,29.01246665,0.756671952
1089,29.90552153,0.754482809
1090,28.9668112,0.652467575
1091,28.87344167,0.621793258
1092,28.69919546,0.642793821
1093,28.9731114,0.624488629
1094,28.54147025,0.810344447
1095,28.27252357,0.830981195
1096,28.78558485,0.638172334
1097,28.3769261,0.789994784
1098,28.50761904,0.651695137
1099,29.10432555,0.784110117
1100,28.09265674,0.826299163
1101,29.05821925,0.735824581
1102,28.6237221,0.698796439
1103,29.15411101,0.612180103
1104,28.58941371,0.81393927
1105,29.38420343,0.678519361
1106,29.36834652,0.845862177
1107,28.57894955,0.742022659
1108,29.05290348,0.708668959
1109,28.85055756,0.807936585
1110,28.83628093,0.563338029
Average,28.957791,0.737406352
